idx,file,date,burrow,id,sex,ball,trial,temp,flee_dis,release,react,retreat,full_retreat,t1,t2,t3,t4,fs1,fs2,fs3,fs4,speedc,angle,t_angle,orientation,bd_time,emergence,operator,vid_operator,note1,note2,train_emerg,chronic_burrow,mass,weigh_date,path_dist,n_trials_treatment
352,B010_T1C.MP4,17/04/2024,10,NA,male,cork,1,17.6,2.5,687,702,716,Y,711,NA,NA,NA,0.4,NA,NA,NA,1,14,14,head,12:11:00 PM,178,EG,EG,Amended distance from video,,N,Y,0.56,03/04/2024,0.351720005,4
353,B010_T2C.MP4,17/04/2024,10,NA,male,cork,2,16.1,1.5,552,568,605,Y,577,NA,NA,NA,0.4,NA,NA,NA,1,170,100,tail,12:21:00 PM,113.25,EG,RL,,,N,N,0.56,03/04/2024,0.351720005,4
354,B010_T3C.MP4,17/04/2024,10,NA,male,cork,3,17.2,1.7,615,625,650,Y,639,NA,NA,NA,0.26,NA,NA,NA,1,156,156,tail,12:25:00 PM,142.43,EG,MJ,,,N,N,0.56,03/04/2024,0.351720005,4
355,B010_T4C.MP4,17/04/2024,10,NA,male,cork,4,18.5,1.9,798,808,862,Y,817,NA,NA,NA,0.4,NA,NA,NA,1,170,80,tail,12:30:00 PM,41.61,EG,RL,,,N,N,0.56,03/04/2024,0.351720005,4
383,B453_T1C.MP4,17/04/2024,453,NA,male,cork,1,16.1,3.5,378,298,356,Y,335,356,NA,NA,0.1,0.06,NA,NA,2,63,100,head,11:35:00 AM,45.69,RL,RL,Amended distance from video,,N,N,0.84,19/04/2024,0.318805405,10
384,B453_T2C.MP4,17/04/2024,453,NA,male,cork,2,15.4,3,719,713,745,Y,730,745,NA,NA,0.21,0.11,NA,NA,2,24,24,head,11:40:00 AM,69.13,RL,MJ,,,N,N,0.84,19/04/2024,0.318805405,10
385,B453_T3C.MP4,17/04/2024,453,NA,male,cork,3,15.9,2.9,708,722,741,Y,731,NA,NA,NA,0.4,NA,NA,NA,1,10,10,head,11:42:00 AM,302.9,RL,RL,,,N,N,0.84,19/04/2024,0.318805405,10
386,B453_T4C.MP4,17/04/2024,453,NA,male,cork,4,18,3.1,243,260,286,Y,271,285,NA,NA,0.33,0.14,NA,NA,2,16,16,head,11:49:00 AM,211.38,RL,EG,,,N,N,0.84,19/04/2024,0.318805405,10
387,B453_T5C.MP4,17/04/2024,453,NA,male,cork,5,17.4,3,592,601,624,Y,610,624,NA,NA,0.4,0.16,NA,NA,2,21,21,head,11:55:00 AM,206.39,RL,MJ,,,N,N,0.84,19/04/2024,0.318805405,10
388,B453_T6C.MP4,17/04/2024,453,NA,male,cork,6,18.6,3,247,228,259,Y,238,259,NA,NA,0.36,0.12,NA,NA,2,17,17,head,11:59:00 AM,130.54,RL,EG,Amended distance from video,,N,N,0.84,19/04/2024,0.318805405,10
389,B453_T7C.MP4,17/04/2024,453,NA,male,cork,7,17.5,3.5,358,374,403,Y,383,403,NA,NA,0.4,0.12,NA,NA,2,15,15,head,12:03:00 PM,47.6,RL,RL,,,N,N,0.84,19/04/2024,0.318805405,10
390,B453_T8C.MP4,17/04/2024,453,NA,male,cork,8,17.2,3,2489,2497,2514,Y,2506,2514,NA,NA,0.4,0.21,NA,NA,2,27,27,head,12:05:00 PM,68.22,RL,MJ,,,N,N,0.84,19/04/2024,0.318805405,10
391,B453_T9C.MP4,17/04/2024,453,NA,male,cork,9,17.4,3,203,219,240,Y,228,240,NA,NA,0.4,0.17,NA,NA,2,10,10,head,12:07:00 PM,125.83,RL,RL,,,N,N,0.84,19/04/2024,0.318805405,10
392,B453_T10C.MP4,17/04/2024,453,NA,male,cork,10,17,3.1,517,508,527,Y,520,527,NA,NA,0.3,0.19,NA,NA,2,19,19,head,12:11:00 PM,80.9,RL,MJ,,,N,N,0.84,19/04/2024,0.318805405,10
407,B736_T1C.MP4,17/04/2024,736,NA,female,cork,1,23.5,2.4,604,614,650,Y,621,NA,NA,NA,0.51,NA,NA,NA,1,10,10,head,1:00:00 PM,45.52,EG,RL,,,N,N,0.85,19/04/2024,1.023455823,10
408,B736_T2C.MP4,17/04/2024,736,NA,female,cork,2,22.3,2.2,817,826,835,Y,833,NA,NA,NA,0.51,NA,NA,NA,1,7,7,head,1:02:00 PM,72.15,EG,MJ,,,N,N,0.85,19/04/2024,1.023455823,10
409,B736_T3C.MP4,17/04/2024,736,NA,female,cork,3,25.8,1.5,750,700,725,Y,711,NA,NA,NA,0.33,NA,NA,NA,1,30,30,head,1:04:00 PM,63.38,EG,RL,,,Y,N,0.85,19/04/2024,1.023455823,10
410,B736_T4C.MP4,17/04/2024,736,NA,female,cork,4,25.1,2.1,722,726,736,Y,733,NA,NA,NA,0.51,NA,NA,NA,1,28,28,head,1:08:00 PM,33.55,EG,EG,Amended distance from video,,N,N,0.85,19/04/2024,1.023455823,10
411,B736_T5C.MP4,17/04/2024,736,NA,female,cork,5,27.7,3.1,399,409,420,Y,415,420,NA,NA,0.6,0.33,NA,NA,2,25,25,head,1:10:00 PM,17.08,EG,MJ,,,N,N,0.85,19/04/2024,1.023455823,10
412,B736_T6C.MP4,17/04/2024,736,NA,female,cork,6,24.3,1.5,474,479,486,Y,486,NA,NA,NA,0.51,NA,NA,NA,1,9,10,head,1:13:00 PM,58.24,EG,EG,Amended distance from video,,N,N,0.85,19/04/2024,1.023455823,10
413,B736_T7C.MP4,17/04/2024,736,NA,female,cork,7,23.3,2.2,464,475,518,Y,483,NA,NA,NA,0.45,NA,NA,NA,1,11,11,head,1:15:00 PM,104.11,EG,RL,,,N,N,0.85,19/04/2024,1.023455823,10
414,B736_T8C.MP4,17/04/2024,736,NA,female,cork,8,20.2,2,456,470,481,Y,478,NA,NA,NA,0.45,NA,NA,NA,1,9,9,head,1:20:00 PM,81.49,EG,MJ,,,Y,N,0.85,19/04/2024,1.023455823,10
415,B736_T9C.MP4,17/04/2024,736,NA,female,cork,9,19,1.8,713,714,NA,N,726,NA,NA,NA,0.3,NA,NA,NA,1,5,5,head,1:23:00 PM,47.12,EG,RL,,,N,N,0.85,19/04/2024,1.023455823,10
416,B736_T10C.MP4,17/04/2024,736,NA,female,cork,10,17.6,1.9,642,668,NA,N,688,NA,NA,NA,0.18,NA,NA,NA,1,9,9,head,1:29:00 PM,24.58,EG,EG,,,N,N,0.85,19/04/2024,1.023455823,10
422,B025_T1C.MP4,18/04/2024,25,NA,female,cork,1,19.6,3.1,979,988,1011,Y,1000,1011,NA,NA,0.3,0.16,NA,NA,2,15,15,head,1:01:00 PM,79.93,EG,EG,,,N,N,0.91,18/04/2024,0.84,5
423,B025_T2C.MP4,18/04/2024,25,NA,female,cork,2,17.2,1.5,596,604,615,Y,615,NA,NA,NA,0.33,NA,NA,NA,1,56,56,head,1:06:00 PM,51.19,EG,MJ,,,N,N,0.91,18/04/2024,0.84,5
424,B025_T3C.MP4,18/04/2024,25,NA,female,cork,3,17.8,1.5,835,870,881,Y,881,NA,NA,NA,0.33,NA,NA,NA,1,53,53,head,1:09:00 PM,84.82,EG,EG,,,N,N,0.91,18/04/2024,0.84,5
425,B025_T4C.MP4,18/04/2024,25,NA,female,cork,4,23.1,1.5,476,491,505,Y,503,NA,NA,NA,0.3,NA,NA,NA,1,40,40,head,1:12:00 PM,115.96,EG,RL,Amended distance from video,,N,N,0.91,18/04/2024,0.84,5
426,B025_T5C.MP4,18/04/2024,25,NA,female,cork,5,19.3,2.5,619,631,659,Y,647,NA,NA,NA,0.23,NA,NA,NA,1,169,169,tail,1:19:00 PM,121.16,EG,MJ,,,Y,N,0.91,18/04/2024,0.84,5
444,B310_T1C.MP4,18/04/2024,310,NA,male,cork,1,15.1,2,701,678,689,Y,685,NA,NA,NA,0.51,NA,NA,NA,1,45,45,head,1:34:00 PM,82.82,RL,MJ,,,N,N,0.86,19/04/2024,1.040332511,10
445,B310_T2C.MP4,18/04/2024,310,NA,male,cork,2,18.9,1.7,531,539,553,Y,549,NA,NA,NA,0.36,NA,NA,NA,1,10,30,head,1:37:00 PM,79.66,RL,RL,,,N,N,0.86,19/04/2024,1.040332511,10
446,B310_T3C.MP4,18/04/2024,310,NA,male,cork,3,22.1,1.9,609,600,615,Y,612,NA,NA,NA,0.3,NA,NA,NA,1,37,37,head,1:43:00 PM,93.45,RL,EG,,,N,N,0.86,19/04/2024,1.040332511,10
447,B310_T4C.MP4,18/04/2024,310,NA,male,cork,4,22.7,1.6,386,395,407,Y,406,NA,NA,NA,0.33,NA,NA,NA,1,36,36,head,1:45:00 PM,43.56,RL,MJ,,,N,N,0.86,19/04/2024,1.040332511,10
448,B310_T5C.MP4,18/04/2024,310,NA,male,cork,5,22.6,1.8,1753,1766,1777,Y,1775,NA,NA,NA,0.4,NA,NA,NA,1,35,35,head,1:47:00 PM,60.34,RL,EG,,,N,N,0.86,19/04/2024,1.040332511,10
449,B310_T6C.MP4,18/04/2024,310,NA,male,cork,6,23.9,2.2,615,626,643,Y,634,NA,NA,NA,0.45,NA,NA,NA,1,26,26,head,1:50:00 PM,39.27,RL,RL,,,N,N,0.86,19/04/2024,1.040332511,10
450,B310_T7C.MP4,18/04/2024,310,NA,male,cork,7,22.5,1.8,160,169,179,Y,177,NA,NA,NA,0.45,NA,NA,NA,1,15,15,head,1:54:00 PM,48.57,RL,MJ,,,N,N,0.86,19/04/2024,1.040332511,10
451,B310_T8C.MP4,18/04/2024,310,NA,male,cork,8,29.8,2.7,452,463,511,Y,473,NA,NA,NA,0.36,NA,NA,NA,1,120,120,tail,1:56:00 PM,54.05,RL,RL,,,N,N,0.86,19/04/2024,1.040332511,10
452,B310_T9C.MP4,18/04/2024,310,NA,male,cork,9,28.5,2.3,106,114,125,Y,122,NA,NA,NA,0.45,NA,NA,NA,1,169,169,tail,1:58:00 PM,39.87,RL,EG,,Backwards into burrow ,N,N,0.86,19/04/2024,1.040332511,10
453,B310_T10C.MP4,18/04/2024,310,NA,male,cork,10,27.3,2.6,2559,2567,2579,Y,2574,NA,NA,NA,0.51,NA,NA,NA,1,23,23,head,2:01:00 PM,37.29,RL,MJ,,,N,N,0.86,19/04/2024,1.040332511,10
483,B365_T1C.MP4,19/04/2024,365,34W,female,cork,1,24.5,1.5,627,634,657,Y,657,NA,NA,NA,0.16,NA,NA,NA,1,109,109,tail,1:03:00 PM,80.25,EG,MJ,Adjusted setup,,N,N,0.74,15/04/2024,0.978166054,10
484,B365_T2C.MP4,19/04/2024,365,34W,female,cork,2,23.2,2,637,641,682,Y,650,NA,NA,NA,0.4,NA,NA,NA,1,146,146,tail,1:05:00 PM,92.98,EG,EG,,,N,N,0.74,15/04/2024,0.978166054,10
485,B365_T3C.MP4,19/04/2024,365,34W,female,cork,3,20.7,2,588,595,607,Y,603,NA,NA,NA,0.45,NA,NA,NA,1,10,10,head,1:08:00 PM,54.78,EG,RL,,,N,N,0.74,15/04/2024,0.978166054,10
486,B365_T4C.MP4,19/04/2024,365,34W,female,cork,4,24.1,1.9,536,552,560,Y,557,NA,NA,NA,0.72,NA,NA,NA,1,13,13,head,1:12:00 PM,50.98,EG,MJ,Adjusted setup,,N,N,0.74,15/04/2024,0.978166054,10
487,B365_T5C.MP4,19/04/2024,365,34W,female,cork,5,24.4,1.6,557,568,583,Y,577,NA,NA,NA,0.4,NA,NA,NA,1,15,15,head,1:14:00 PM,40.27,EG,RL,,,N,N,0.74,15/04/2024,0.978166054,10
488,B365_T6C.MP4,19/04/2024,365,34W,female,cork,6,27.5,2,417,423,441,Y,431,NA,NA,NA,0.45,NA,NA,NA,1,127,127,tail,1:19:00 PM,34.53,EG,EG,,,Y,N,0.74,15/04/2024,0.978166054,10
489,B365_T7C.MP4,19/04/2024,365,34W,female,cork,7,34.6,1.9,439,445,456,Y,454,NA,NA,NA,0.4,NA,NA,NA,1,4,4,head,1:21:00 PM,20.02,EG,MJ,,,N,N,0.74,15/04/2024,0.978166054,10
490,B365_T8C.MP4,19/04/2024,365,34W,female,cork,8,26.3,1.5,465,472,482,Y,482,NA,NA,NA,0.36,NA,NA,NA,1,130,130,tail,1:24:00 PM,32.04,EG,EG,,,N,N,0.74,15/04/2024,0.978166054,10
491,B365_T9C.MP4,19/04/2024,365,34W,female,cork,9,30.8,2.2,383,393,439,Y,401,NA,NA,NA,0.45,NA,NA,NA,1,150,100,tail,1:26:00 PM,30.33,EG,RL,,,N,N,0.74,15/04/2024,0.978166054,10
492,B365_T10C.MP4,19/04/2024,365,34W,female,cork,10,29.7,1.5,956,964,974,Y,974,NA,NA,NA,0.36,NA,NA,NA,1,31,31,tail,1:32:00 PM,36.49,EG,MJ,,,N,N,0.74,15/04/2024,0.978166054,10
493,B446_T1C.MP4,21/04/2024,446,45W,female,cork,1,18.3,5.1,643,600,678,Y,613,623,640,NA,0.28,0.16,0.09,NA,3,180,170,tail,10:48:00 AM,51.3,EG,RL,,,N,N,0.94,14/04/2024,0.432891605,10
494,B446_T2C.MP4,21/04/2024,446,45W,female,cork,2,18.9,4.2,433,392,435,Y,404,423,NA,NA,0.3,0.12,NA,NA,2,16,16,head,10:50:00 AM,174.91,EG,EG,Amended distance from video,,N,N,0.94,14/04/2024,0.432891605,10
495,B446_T3C.MP4,21/04/2024,446,45W,female,cork,3,16.1,4.9,571,563,610,Y,575,583,603,NA,0.3,0.18,0.09,NA,3,180,180,tail,10:55:00 AM,138.55,EG,MJ,,,N,N,0.94,14/04/2024,0.432891605,10
496,B446_T4C.MP4,21/04/2024,446,45W,female,cork,4,19.7,4.1,539,544,582,Y,556,566,NA,NA,0.3,0.16,NA,NA,2,164,164,tail,11:02:00 AM,125.49,EG,EG,,,N,N,0.94,14/04/2024,0.432891605,10
497,B446_T5C.MP4,21/04/2024,446,45W,female,cork,5,15,1.5,400,409,430,Y,422,NA,NA,NA,0.28,NA,NA,NA,1,23,23,head,11:06:00 AM,60.91,EG,RL,Amended distance from video,,N,N,0.94,14/04/2024,0.432891605,10
498,B446_T6C.MP4,21/04/2024,446,45W,female,cork,6,17.7,3,415,427,456,Y,439,456,NA,NA,0.3,0.12,NA,NA,2,141,141,tail,11:16:00 AM,107.12,EG,MJ,,,N,N,0.94,14/04/2024,0.432891605,10
499,B446_T7C.MP4,21/04/2024,446,45W,female,cork,7,15.2,2.3,392,404,427,Y,416,NA,NA,NA,0.3,NA,NA,NA,1,20,20,head,11:18:00 AM,71.65,EG,RL,,,N,N,0.94,14/04/2024,0.432891605,10
500,B446_T8C.MP4,21/04/2024,446,45W,female,cork,8,18.8,3.4,465,417,457,Y,434,455,NA,NA,0.21,0.09,NA,NA,2,165,165,tail,11:24:00 AM,84.48,EG,EG,,,N,N,0.94,14/04/2024,0.432891605,10
501,B446_T9C.MP4,21/04/2024,446,45W,female,cork,9,14.8,2.3,675,688,705,Y,698,NA,NA,NA,0.36,NA,NA,NA,1,22,22,head,11:26:00 AM,76.74,EG,MJ,,,Y,N,0.94,14/04/2024,0.432891605,10
502,B446_T10C.MP4,21/04/2024,446,45W,female,cork,10,16.1,4,547,498,532,Y,510,518,NA,NA,0.3,0.18,NA,NA,2,151,151,tail,11:35:00 AM,90.35,EG,EG,,,N,N,0.94,14/04/2024,0.432891605,10
503,B450_T1C.MP4,21/04/2024,450,44W,male,cork,1,31.5,2.6,394,404,439,Y,424,NA,NA,NA,0.18,NA,NA,NA,1,10,30,head,1:13:00 PM,21.21,EG,RL,,,N,N,0.81,15/04/2024,0.362078518,9
504,B450_T2C.MP4,21/04/2024,450,44W,male,cork,2,34.4,2.3,950,959,978,Y,968,NA,NA,NA,0.4,NA,NA,NA,1,52,52,head,1:14:00 PM,28.38,EG,MJ,,,N,N,0.81,15/04/2024,0.362078518,9
505,B450_T3C.MP4,21/04/2024,450,44W,male,cork,3,30.3,2.1,483,494,533,Y,523,NA,NA,NA,0.12,NA,NA,NA,1,55,55,head,1:16:00 PM,39.25,EG,RL,,,N,N,0.81,15/04/2024,0.362078518,9
506,B450_T4C.MP4,21/04/2024,450,44W,male,cork,4,33.3,1.8,567,576,592,Y,586,NA,NA,NA,0.36,NA,NA,NA,1,69,69,head,1:18:00 PM,67.35,EG,EG,Adjusted setup,,N,N,0.81,15/04/2024,0.362078518,9
507,B450_T5C.MP4,21/04/2024,450,44W,male,cork,5,32.7,3,527,537,587,Y,545,587,NA,NA,0.45,0.07,NA,NA,2,149,149,tail,1:22:00 PM,25.62,EG,MJ,,,N,N,0.81,15/04/2024,0.362078518,9
508,B450_T6C.MP4,21/04/2024,450,44W,male,cork,6,35.4,2.5,436,446,473,Y,464,NA,NA,NA,0.2,NA,NA,NA,1,42,42,head,1:23:00 PM,21.22,EG,EG,,,N,N,0.81,15/04/2024,0.362078518,9
509,B450_T7C.MP4,21/04/2024,450,44W,male,cork,7,31.8,2.5,382,393,410,Y,401,NA,NA,NA,0.45,NA,NA,NA,1,38,38,head,1:24:00 PM,43.94,EG,RL,Amended distance from video,,N,N,0.81,15/04/2024,0.362078518,9
510,B450_T8C.MP4,21/04/2024,450,44W,male,cork,8,32.7,1.9,491,498,532,Y,527,NA,NA,NA,0.12,NA,NA,NA,1,91,91,tail,1:26:00 PM,43.73,EG,MJ,,,N,N,0.81,15/04/2024,0.362078518,9
512,B450_T10C.MP4,21/04/2024,450,44W,male,cork,10,32.7,2.8,557,567,NA,N,585,NA,NA,NA,0.2,NA,NA,NA,1,31,31,head,1:30:00 PM,18.99,EG,EG,Amended distance from video,,N,N,0.81,15/04/2024,0.362078518,9
525,B506_T1C.MP4,22/04/2024,506,NA,male,cork,1,25.8,5,610,620,654,Y,629,646,652,NA,0.4,0.14,0.11,NA,3,162,162,tail,1:34:00 PM,78.65,EG,MJ,,,N,N,,,0.598090237,10
526,B506_T2C.MP4,22/04/2024,506,NA,male,cork,2,16.4,1.5,541,548,557,Y,557,NA,NA,NA,0.4,NA,NA,NA,1,43,43,head,1:38:00 PM,92.07,EG,EG,,,N,N,,,0.598090237,10
527,B506_T3C.MP4,22/04/2024,506,NA,male,cork,3,19.7,3.9,395,406,433,Y,415,424,NA,NA,0.4,0.2,NA,NA,2,15,15,head,1:40:00 PM,68.74,EG,RL,,,N,N,,,0.598090237,10
528,B506_T4C.MP4,22/04/2024,506,NA,male,cork,4,20.1,4.5,483,494,519,Y,502,506,519,NA,0.45,0.3,0.14,NA,3,149,149,tail,1:48:00 PM,21.07,EG,MJ,,,N,N,,,0.598090237,10
529,B506_T5C.MP4,22/04/2024,506,NA,male,cork,5,21,5.2,438,448,NA,N,454,459,NA,NA,0.6,0.33,NA,NA,2,143,143,tail,1:50:00 PM,60.25,EG,RL,Adjusted setup,,N,N,,,0.598090237,10
530,B506_T6C.MP4,22/04/2024,506,NA,male,cork,6,18.5,5.5,461,469,508,Y,478,483,488,NA,0.4,0.26,0.19,NA,3,165,165,tail,1:52:00 PM,43.81,EG,EG,,,Y,N,,,0.598090237,10
531,B506_T7C.MP4,22/04/2024,506,NA,male,cork,7,20.3,4.5,309,321,352,Y,332,343,352,NA,0.33,0.16,0.12,NA,3,42,42,head,1:53:00 PM,32.94,EG,MJ,,,N,N,,,0.598090237,10
532,B506_T8C.MP4,22/04/2024,506,NA,male,cork,8,16.8,1.9,236,247,259,Y,256,NA,NA,NA,0.4,NA,NA,NA,1,27,27,head,1:55:00 PM,31.06,EG,EG,,,N,N,,,0.598090237,10
533,B506_T9C.MP4,22/04/2024,506,NA,male,cork,9,21.5,4,266,281,319,Y,291,306,NA,NA,0.36,0.14,NA,NA,2,32,32,head,1:58:00 PM,51.04,EG,RL,,,N,N,,,0.598090237,10
534,B506_T10C.MP4,22/04/2024,506,NA,male,cork,10,20.4,3.1,352,364,383,Y,371,383,NA,NA,0.51,0.19,NA,NA,2,33,33,head,1:59:00 PM,157.5,EG,MJ,,,N,N,,,0.598090237,10
541,B215_T1C.MP4,24/04/2024,215,47W,male,cork,1,24.9,1.7,523,535,547,Y,542,NA,NA,NA,0.51,NA,NA,NA,1,15,15,head,11:52:00 AM,57.23,EG,RL,Amended distance from video,,Y,N,0.91,17/04/2024,0.153310908,4
542,B215_T2C.MP4,24/04/2024,215,47W,male,cork,2,25.6,2,800,812,822,Y,820,NA,NA,NA,0.45,NA,NA,NA,1,22,22,head,11:58:00 AM,70.63,EG,EG,,,N,N,0.91,17/04/2024,0.153310908,4
543,B215_T3C.MP4,24/04/2024,215,47W,male,cork,3,22,2.3,531,541,552,Y,550,NA,NA,NA,0.4,NA,NA,NA,1,9,9,head,12:02:00 PM,64.75,EG,MJ,,,N,N,0.91,17/04/2024,0.153310908,4
544,B215_T4C.MP4,24/04/2024,215,47W,male,cork,4,19.8,2,751,753,765,Y,762,NA,NA,NA,0.4,NA,NA,NA,1,17,17,head,12:04:00 PM,227.92,EG,EG,Amended distance from video,,N,N,0.91,17/04/2024,0.153310908,4
559,B265_T1C.MP4,10/04/2024,265,26W,female,cork,1,21.8,3,755,727,752,Y,735,742,NA,NA,0.45,0.24,NA,NA,2,167,113,tail,2:54:00 PM,66.34,EG,RL,Amended distance from video,,N,N,0.68,10/04/2024,0.900670202,5
560,B265_T2C.MP4,10/04/2024,265,26W,female,cork,2,21.3,2,681,686,700,Y,696,NA,NA,NA,0.36,NA,NA,NA,1,142,142,tail,3:01:00 PM,87.13,EG,EG,,,N,N,0.68,10/04/2024,0.900670202,5
